property_name,link,society,price,areaWithType,address,floorNumAllowed,noOfOpenSides,possession,nearbyLocations,description,features,rating,property_id
Residential land / Plot in Sector 47 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-47-gurgaon-170-sq-yard-spid-B69586922,,3.05 Crore,(142 sq.m.) Plot Area,"Sector 47 Gurgaon, Gurgaon, Haryana",,1,,"['Standard chartered ATM', 'Icici bank ATM', 'Meher Clinic', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Neelkanth Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Best Urologist Atcomplete Family Clinic', 'Dr. Naresh Pandita', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Vatsalya Clinic', 'Dispencery', 'Medanta', 'Samvit Health Care', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'India Oil', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', 'India', 'Madison and Pike', ""Domino's Pizza"", 'KFC', 'Raj Restaurant', ""Nirula's"", 'Delhi Public School Primary Section', 'Gurugram University', 'Kamla International', 'Amity Global School', 'Manav Rachna School', 'St. Angels Sr', 'CR Model Public School', 'Manav Rachna Swimming Pool']","Close to main road, metro station, close to ikea","[['Water Storage', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",B69586922
Residential land / Plot in Sector 38 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-38-gurgaon-343-sq-yard-spid-B69585922,,4.8 Crore,(287 sq.m.) Plot Area,"Sector 38 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Hdfc bank ATM', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Samvit Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Airforce Hospital', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Meher Clinic', 'Best Urologist Atcomplete Family Clinic', 'Smile Plus Dental Clinic', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dayal Eye & Maternity Centre', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'KFC', 'Darbar', 'Haldiram', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Kendriya Vidyalaya No.2 Sohna Road', 'CR Model Public School', 'Delhi Public School Primary Section', 'Manav Rachna School', 'Amity Global School', 'Manav Rachna Swimming Pool']",10 m road facing near medanta hospital near sohna road and delhi mumbai express way. Best place for investment,"[['Feng Shui / Vaastu Compliant', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",B69585922
Residential land / Plot in Sector 51 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-51-gurgaon-303-sq-yard-spid-U69585614,,6.96 Crore,(253 sq.m.) Plot Area,"Sector 51 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Axis bank ATM', 'State bank of india ATM', 'Meher Clinic', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Sukhmani Hospital Pvt. Ltd', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Neelkanth Health Care', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dispencery', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Anand Hospital Gurgaon', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank and atm', '222', 'Madison and Pike', 'Haldiram', 'Raj Restaurant', 'India', 'Gurugram University', 'Amity Global School', 'Kamla International', 'Delhi Public School Primary Section', 'Manav Rachna School', 'St. Angels Sr', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'Manav Rachna Swimming Pool']",South west facing plot good for all day sun light one side open near 18m road in sector 51 gurugram g+4 allowed contact for more details,"[['Feng Shui / Vaastu Compliant', 'Rain Water Harvesting']]","[['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",U69585614
Residential land / Plot in Sector 47 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-47-gurgaon-360-sq-yard-spid-F69529358,,7.38 Crore,(301 sq.m.) Plot Area,"Sector 47 Gurgaon, Gurgaon, Haryana",,3,,"['Standard chartered ATM', 'Icici bank ATM', 'Meher Clinic', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Neelkanth Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Best Urologist Atcomplete Family Clinic', 'Dr. Naresh Pandita', 'Wellness Eye Centre', 'Dr. Aruna Kalra', 'Dr. Anuj Sharma', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Skin Clinic', 'Divine Look Clinic Centre', 'Vatsalya Clinic', 'Dispencery', 'Medanta', 'Samvit Health Care', 'Wembley estate club', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'Pernod Ricard Charitable Dispensary', 'SPAZE BUSINESS PARK', 'India Oil', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'SRS Cinemas', 'Haldiram', 'India', 'Madison and Pike', ""Domino's Pizza"", 'KFC', 'Raj Restaurant', ""Nirula's"", 'Delhi Public School Primary Section', 'Gurugram University', 'Kamla International', 'Amity Global School', 'Manav Rachna School', 'St. Angels Sr', 'CR Model Public School', 'Manav Rachna Swimming Pool']","Corner, main road, best for residential purpose",[''],"[['Environment5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']]",F69529358
Residential land / Plot in Sector 67 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-sector-67-gurgaon-350-sq-yard-spid-N69452784,,4.72 Crore,(293 sq.m.) Plot Area,"Sector 67 Gurgaon, Gurgaon, Haryana",,4,,"['Sri Radhe Krishna Temple', 'Kamal Hospital and Maternity Centre', 'Gobind Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Icici bank', 'State bank of india', 'Union bank of india', 'Central bank of india', 'Hdfc bank', 'Indusind bank', 'Starbucks', 'Nook']","Sector 67 gurgaon is an ideal location for buying residential plots in gurgaon. This plot in sector 67 gurgaon is a great buy for you. The plot is around super built up area of 350 sq.Yards in size. Up to 4 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured from sun, 01 dec 2024. The property belongs to owner through freehold ownership. This residential plot is all yours for  4.72 crore.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",N69452784
Residential land / Plot in Sector 73 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-dlf-alameda-sector-73-gurgaon-643-sq-yard-spid-W69330454,DLF Alameda,1.95 Lac,(538 sq.m.) Plot Area,"D Block, Sector 73 Gurgaon, Gurgaon, Haryana",,1,Immediate,"['Raheja Mall', 'Captain Chandan Lal Marg', 'Badshahpur Sohna Rd Hwy', 'CD International School', 'Sushant University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Basai Dhankot Railway Station']",Plot is north east facing park facing,[''],[''],W69330454
Residential land / Plot in Sector-33 Sohna,https://www.99acres.com/residential-land-plot-for-sale-in-central-park-flower-valley-sector-33-sohna-gurgaon-185-sq-yard-spid-H69149612,Central Park Flower Valley,2.77 Crore,(155 sq.m.) Plot Area,"G-Block, Sector-33 Sohna, Gurgaon, Haryana",,2,,"['Golf Course Extension Rd', 'Rajiv Chowk - Sohna Highway', 'KMP corridor', 'Marigold Secondary School', 'Alpine Convent School', 'The Millenium School', 'GD Goenka University', 'Medanta Hospital', 'Alpine Hospital', 'Pushpanjali Hospital', 'IGI Airport', 'Country Inn', 'Westin', 'Central Park Resorts', 'De Adventure Park']","Central park flower valley mikasa plots in sector-33 sohna, gurgaon by central park is a residential project. The project offers villas and land with perfect combination of contemporary architecture and features to provide comfortable living. This is a non rera registered project. The const","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],H69149612
Residential land / Plot in Sector 93 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-rof-insignia-park-sector-93-gurgaon-138-sq-yard-spid-R69124750,ROF Insignia Park,1.63 Crore,(115 sq.m.) Plot Area,"Sector 93 Gurgaon, Gurgaon, Haryana",,1,Apr 2024,"['Newtown Square Mall', 'Dwarka Expy', 'NH 352W', 'Yaduvanshi Shiksha Niketan', 'Royal Institute Of Science and Mgt', 'Aarvy Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Holiday Inn Gurugram Sector 90', ""Oyster's Water Park"", 'Manesar Golf Course', 'Tau DeviLal Sports Complex', 'Nakhrola Stadium']","This plot in sector 93 gurgaon provides you great opportunity to build a fabulous residence in gurgaon. The plot is around super built up area of 170 sq.Yards in size. Ownership of this property provides you entitlement to construct upto 4 floors. To build the residence, possession is expected from mon, 01 apr 2024. The owner of the property has freehold entitlement over the land. The asking price is only 1.9 crore. Negotiable.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],R69124750
Residential land / Plot in Sector 93 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-rof-insignia-park-sector-93-gurgaon-163-sq-yard-spid-I69124546,ROF Insignia Park,1.79 Crore,(136 sq.m.) Plot Area,"Sector 93 Gurgaon, Gurgaon, Haryana",4 Floors,2,Apr 2024,"['Newtown Square Mall', 'Dwarka Expy', 'NH 352W', 'Yaduvanshi Shiksha Niketan', 'Royal Institute Of Science and Mgt', 'Aarvy Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Eros Corporate Park', 'Holiday Inn Gurugram Sector 90', ""Oyster's Water Park"", 'Manesar Golf Course', 'Tau DeviLal Sports Complex', 'Nakhrola Stadium']","Very prime location. We'll habited area having big schools, hospitals, malls etc nearby. Both national highway 8 and dwarka expressway are within a small distance.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]",[''],I69124546
Residential land / Plot in Sector 102 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-bptp-amstoria-sector-102-gurgaon-495-sq-yard-spid-C69100382,BPTP Amstoria3.8 ★,6.93 Crore,(414 sq.m.) Plot Area,"Sector 102 Gurgaon, Gurgaon, Haryana",,3,,"['Early Basket Grocery shop', 'Conscient One Mall', 'Dwarka Expressway', 'Imperial Heritage School', 'Yashroop Hospital', 'IGI Airport', 'Daultabad Village Park', 'Aradhya Cricket Club Gurgaon', 'Gurgaon Old Railway Station', ""Domino's Pizza"", 'Skylark Cricket Academy']","East facing ,3 side open plot.Spacious well maintained gated township having all ultra modern facilities and one of the biggest and most upmarket club house. 
One of the most secured and premium societies on dwarka expressway. 
Very near to
Delhi border
Igi airport 
Cyber city 
All good schools like dps
Good hospitals like sheetla devi hospital 
International convention center
Diplomatic enclave.
Largest golf course 
Near to uer 2, connecting west delhi","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",C69100382
Residential land / Plot in Sector 102 Gurgaon,https://www.99acres.com/residential-land-plot-for-sale-in-bptp-amstoria-sector-102-gurgaon-182-sq-yard-spid-J69099212,BPTP Amstoria3.8 ★,2.91 Crore,(152 sq.m.) Plot Area,"Sector 102 Gurgaon, Gurgaon, Haryana",,1,,"['Early Basket Grocery shop', 'Conscient One Mall', 'Dwarka Expressway', 'Imperial Heritage School', 'Yashroop Hospital', 'IGI Airport', 'Daultabad Village Park', 'Aradhya Cricket Club Gurgaon', 'Gurgaon Old Railway Station', ""Domino's Pizza"", 'Skylark Cricket Academy']","Bptp is one of the best gated township on dwarka expressway 
. It has the largest club house of 2 acres.
One of the most green and well maintained township. Sector 102 is one of the best sectors of gurgaon having easy and quick access to igi airport, railway station etc. All big schools like dps and hospitals are also nearby.","[['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']]","[['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']]",J69099212
Residential land / Plot in Palam Vihar,https://www.99acres.com/residential-land-plot-for-sale-in-palam-vihar-gurgaon-196-sq-yard-spid-F70117488,,2.85 Crore,(164 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana",,1,,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",196 sq. Yards plot area near by global foyer mall ansal plaza mall near by columbia asia hospital and presidium school good locations,[''],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",F70117488
Residential land / Plot in Palam Vihar,https://www.99acres.com/residential-land-plot-for-sale-in-palam-vihar-gurgaon-520-sq-yard-spid-K70117448,,6.24 Crore,(435 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana",,1,,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",520 sq. Yards plot area near by global foyer mall ansal plaza mall near by columbia asia hospital and presidium school good locations,[['Maintenance Staff']],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",K70117448
Residential land / Plot in Palam Vihar,https://www.99acres.com/residential-land-plot-for-sale-in-palam-vihar-gurgaon-520-sq-yard-spid-U70117378,,7.5 Crore,(435 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana",,1,,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",520 sq. Yards plot area park facing near by global foyer mall ansal plaza mall near by columbia asia hospital and presidium school good locations,[''],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",U70117378
Residential land / Plot in Sohna Road,https://www.99acres.com/residential-land-plot-for-sale-in-omaxe-plaza-mall-sohna-road-gurgaon-774407-sq-yard-spid-G69731700,Omaxe Plaza Mall,,(647497 sq.m.) Plot Area,"Sohna Road, Gurgaon, Haryana",0 Floors,4,Immediate,,"The location of the property,access to public transportation,grocery stores,and restaurants.Availabity of appliances.",[['Maintenance Staff']],[''],G69731700
Residential land / Plot in Gwal Pahari,https://www.99acres.com/residential-land-plot-for-sale-in-asf-isle-de-royale-gwal-pahari-gurgaon-100-sq-yard-spid-T69664400,ASF Isle De Royale3.8 ★,25 Lac,(84 sq.m.) Plot Area,"Gwal Pahari, Gurgaon, Haryana",,2,Immediate,"['Sector 55-56 Metro Station', 'South point Mall', 'Faridabad - Gurgaon Rd', 'NH 148A', 'Pathways School Gurgaon', ""Lingaya's Lalita Devi Institute"", 'Paras Hospitals, Gurgaon', 'Gurgaon Railway Station', 'Capital Cyberscape', 'Golden Tulip Suites Gurgaon', 'Jinga Lala Theme Park Gurgaon Delhi', 'TERI Golf Course']","Very good location in plot nearest tata company and farm house 
Water, light and sever faculty. Nearest gurugram faridabad road.",[['Maintenance Staff']],[''],T69664400
Residential land / Plot in Palam Vihar,https://www.99acres.com/residential-land-plot-for-sale-in-palam-vihar-gurgaon-173-sq-yard-r7-spid-A59108946,,2.15 Crore,(145 sq.m.) Plot Area,"Palam Vihar, Gurgaon, Haryana",4 Floors,,Immediate,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",173 sq. Yards plot area near by global foyer mall ansal plaza mall near by columbia asia hospital and presidium school good locations,[''],"[['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']]",A59108946
